minute,n,mean_bps,hit_rate,t_stat,total_bps
10:30,250,-0.298401,0.4920,-0.1666,-74.6002
11:30,250,0.882787,0.5640,0.6196,220.6968
12:30,247,-0.311952,0.5425,-0.2427,-77.0522
13:30,247,0.694718,0.5628,0.5648,171.5953
14:30,247,-0.460363,0.5061,-0.3686,-113.7096
15:30,247,0.419159,0.4818,0.4162,103.5322
